,Date,Adj Close,Close,High,Low,Open,Volume,Ortalama
25,1980-04-22,2.390162706,3.425017118,3.425017118,3.425017118,3.425017118,0,72.47887870866204
26,1980-04-23,2.436846018,3.491911888,3.545428038,3.491911888,0.0,24292,72.47887870866204
27,1980-04-24,2.455519438,3.518670082,3.572185993,3.518670082,0.0,934,72.47887870866204
28,1980-04-25,2.474192381,3.545428038,3.598943949,3.545428038,0.0,9343,72.47887870866204
29,1980-04-28,2.502202272,3.58556509,3.639081001,3.58556509,0.0,2803,72.47887870866204
30,1980-04-29,2.539548874,3.639081001,3.692596912,3.639081001,0.0,74744,72.47887870866204
31,1980-04-30,2.548885345,3.652460098,3.705975056,3.652460098,0.0,3737,72.47887870866204
32,1980-05-01,2.558222532,3.665838957,3.719353914,3.665838957,0.0,934,72.47887870866204
33,1980-05-02,2.558222532,3.665838957,3.665838957,3.665838957,3.665838957,0,72.47887870866204
34,1980-05-05,2.576895475,3.692596912,3.746112108,3.692596912,0.0,14015,72.47887870866204
35,1980-05-06,2.632913351,3.772870064,3.826385975,3.772870064,0.0,5606,72.47887870866204
36,1980-05-07,2.632913351,3.772870064,3.772870064,3.772870064,3.772870064,0,72.47887870866204
37,1980-05-08,2.642250299,3.786248922,3.839765072,3.786248922,0.0,7474,72.47887870866204
38,1980-05-09,2.651587486,3.799628019,3.85314393,3.799628019,0.0,15883,72.47887870866204
39,1980-05-12,2.707607031,3.879901886,3.933418036,3.879901886,0.0,41109,72.47887870866204
40,1980-05-13,2.707607031,3.879901886,3.933418036,3.879901886,0.0,1869,72.47887870866204
41,1980-05-14,2.707607031,3.879901886,3.933418036,3.879901886,0.0,7474,72.47887870866204
42,1980-05-15,2.707607031,3.879901886,3.879901886,3.879901886,3.879901886,0,72.47887870866204
43,1980-05-16,2.642250299,3.786248922,3.839765072,3.786248922,0.0,55124,72.47887870866204
44,1980-05-19,2.670259953,3.826385975,3.879901886,3.826385975,0.0,29898,72.47887870866204
45,1980-05-20,2.726279736,3.90666008,3.960175991,3.90666008,0.0,934,72.47887870866204
46,1980-05-21,2.744953394,3.933418036,3.986933947,3.933418036,0.0,5606,72.47887870866204
47,1980-05-22,2.744953394,3.933418036,3.986933947,3.933418036,0.0,3737,72.47887870866204
48,1980-05-23,2.772963047,3.973555088,4.027070999,3.973555088,0.0,13080,72.47887870866204
49,1980-05-27,2.800973415,4.013691902,4.067207813,4.013691902,0.0,5606,72.47887870866204
50,1980-05-28,2.763626575,3.960175991,4.013691902,3.960175991,0.0,4672,72.47887870866204
51,1980-05-29,2.763626575,3.960175991,3.960175991,3.960175991,3.960175991,0,72.47887870866204
52,1980-05-30,2.754289627,3.946796894,4.000312805,3.946796894,0.0,6540,72.47887870866204
53,1980-06-02,2.763626575,3.960175991,4.013691902,3.960175991,0.0,934,72.47887870866204
54,1980-06-03,2.763626575,3.960175991,4.013691902,3.960175991,0.0,18686,72.47887870866204
55,1980-06-04,2.772963047,3.973555088,4.027070999,3.973555088,0.0,8409,72.47887870866204
56,1980-06-05,2.772963047,3.973555088,3.973555088,3.973555088,3.973555088,0,72.47887870866204
57,1980-06-06,2.791636705,4.000312805,4.053829193,4.000312805,0.0,2803,72.47887870866204
58,1980-06-09,2.819646597,4.040450096,4.093966007,4.040450096,0.0,8409,72.47887870866204
59,1980-06-10,2.828983068,4.053829193,4.107345104,4.053829193,0.0,2803,72.47887870866204
60,1980-06-11,2.828983068,4.053829193,4.053829193,4.053829193,4.053829193,0,72.47887870866204
61,1980-06-12,2.828983068,4.053829193,4.053829193,4.053829193,4.053829193,0,72.47887870866204
62,1980-06-13,2.828983068,4.053829193,4.053829193,4.053829193,4.053829193,0,72.47887870866204
63,1980-06-16,2.838319063,4.067207813,4.120724201,4.067207813,0.0,7474,72.47887870866204
64,1980-06-17,2.819646597,4.040450096,4.093966007,4.040450096,0.0,934,72.47887870866204
65,1980-06-18,2.819646597,4.040450096,4.040450096,4.040450096,4.040450096,0,72.47887870866204
66,1980-06-19,2.819646597,4.040450096,4.093966007,4.040450096,0.0,1869,72.47887870866204
67,1980-06-20,2.819646597,4.040450096,4.093966007,4.040450096,0.0,1869,72.47887870866204
68,1980-06-23,2.819646597,4.040450096,4.040450096,4.040450096,4.040450096,0,72.47887870866204
69,1980-06-24,2.632913351,3.772870064,3.826385975,3.772870064,0.0,1869,72.47887870866204
70,1980-06-25,2.632913351,3.772870064,3.772870064,3.772870064,3.772870064,0,72.47887870866204
71,1980-06-26,2.705738544,3.877226114,3.933418036,3.877226114,0.0,890,72.47887870866204
72,1980-06-27,2.705738544,3.877226114,3.877226114,3.877226114,3.877226114,0,72.47887870866204
73,1980-06-30,2.617509604,3.750794888,3.806987047,3.750794888,0.0,8008,72.47887870866204
74,1980-07-01,2.588098526,3.708651066,3.764842987,3.708651066,0.0,890,72.47887870866204
75,1980-07-02,2.588098526,3.708651066,3.764842987,3.708651066,0.0,3559,72.47887870866204
76,1980-07-03,2.578295469,3.694602966,3.750794888,3.694602966,0.0,3559,72.47887870866204
77,1980-07-07,2.558688641,3.666507959,3.694602966,3.666507959,0.0,890,72.47887870866204
78,1980-07-08,2.548885345,3.652460098,3.694602966,3.652460098,0.0,9788,72.47887870866204
79,1980-07-09,2.558688641,3.666507959,3.694602966,3.666507959,0.0,53389,72.47887870866204
80,1980-07-10,2.744953394,3.933418036,3.975562096,3.933418036,0.0,5339,72.47887870866204
81,1980-07-11,2.744953394,3.933418036,3.933418036,3.933418036,3.933418036,0,72.47887870866204
82,1980-07-14,2.656723261,3.806987047,3.849129915,3.806987047,0.0,7118,72.47887870866204
83,1980-07-15,2.637116671,3.778891087,3.806987047,3.778891087,0.0,1780,72.47887870866204
84,1980-07-16,2.637116671,3.778891087,3.778891087,3.778891087,3.778891087,0,72.47887870866204
85,1980-07-17,2.656723261,3.806987047,3.835083008,3.806987047,0.0,4449,72.47887870866204
86,1980-07-18,2.637116671,3.778891087,3.806987047,3.778891087,0.0,890,72.47887870866204
87,1980-07-21,2.627312899,3.764842987,3.792938948,3.764842987,0.0,2669,72.47887870866204
88,1980-07-22,2.627312899,3.764842987,3.764842987,3.764842987,3.764842987,0,72.47887870866204
89,1980-07-23,2.59790206,3.722698927,3.764842987,3.722698927,0.0,890,72.47887870866204
90,1980-07-24,2.59790206,3.722698927,3.722698927,3.722698927,3.722698927,0,72.47887870866204
91,1980-07-25,2.588098526,3.708651066,3.736747026,3.708651066,0.0,890,72.47887870866204
92,1980-07-28,2.568491459,3.680555105,3.722698927,3.680555105,0.0,3559,72.47887870866204
93,1980-07-29,2.568491459,3.680555105,3.680555105,3.680555105,3.680555105,0,72.47887870866204
94,1980-07-30,2.568491459,3.680555105,3.722698927,3.680555105,0.0,890,72.47887870866204
95,1980-07-31,2.568491459,3.680555105,3.680555105,3.680555105,3.680555105,0,72.47887870866204
96,1980-08-01,2.588098526,3.708651066,3.736747026,3.708651066,0.0,890,72.47887870866204
97,1980-08-04,2.607705116,3.736747026,3.764842987,3.736747026,0.0,2669,72.47887870866204
98,1980-08-05,2.588098526,3.708651066,3.750794888,3.708651066,0.0,1780,72.47887870866204
99,1980-08-06,2.588098526,3.708651066,3.708651066,3.708651066,3.708651066,0,72.47887870866204
100,1980-08-07,2.588098526,3.708651066,3.708651066,3.708651066,3.708651066,0,72.47887870866204
101,1980-08-08,2.588098526,3.708651066,3.708651066,3.708651066,3.708651066,0,72.47887870866204
102,1980-08-11,2.578295469,3.694602966,3.722698927,3.694602966,0.0,7118,72.47887870866204
103,1980-08-12,2.617509604,3.750794888,3.792938948,3.750794888,0.0,38262,72.47887870866204
104,1980-08-13,2.627312899,3.764842987,3.806987047,3.764842987,0.0,11568,72.47887870866204
105,1980-08-14,2.646919727,3.792938948,3.835083008,3.792938948,0.0,3559,72.47887870866204
106,1980-08-15,2.646919727,3.792938948,3.792938948,3.792938948,3.792938948,0,72.47887870866204
107,1980-08-18,2.705738544,3.877226114,3.891273975,3.877226114,0.0,1780,72.47887870866204
108,1980-08-19,2.705738544,3.877226114,3.905322075,3.877226114,0.0,1780,72.47887870866204
109,1980-08-20,2.715542793,3.891273975,3.933418036,3.891273975,0.0,8008,72.47887870866204
110,1980-08-21,2.715542793,3.891273975,3.933418036,3.891273975,0.0,10678,72.47887870866204
111,1980-08-22,2.715542793,3.891273975,3.891273975,3.891273975,3.891273975,0,72.47887870866204
112,1980-08-25,2.735150099,3.919369936,3.961513996,3.919369936,0.0,1780,72.47887870866204
113,1980-08-26,2.793970823,4.003657818,4.045801163,4.003657818,0.0,3559,72.47887870866204
114,1980-08-27,2.774363279,3.975562096,4.003657818,3.975562096,0.0,19576,72.47887870866204
115,1980-08-28,2.774363279,3.975562096,4.017705917,3.975562096,0.0,890,72.47887870866204
116,1980-08-29,2.774363279,3.975562096,3.975562096,3.975562096,3.975562096,0,72.47887870866204
117,1980-09-02,2.784166813,3.989609957,4.031753063,3.989609957,0.0,7118,72.47887870866204
118,1980-09-03,2.784166813,3.989609957,3.989609957,3.989609957,3.989609957,0,72.47887870866204
119,1980-09-04,2.784166813,3.989609957,4.017705917,3.989609957,0.0,11568,72.47887870866204
120,1980-09-05,2.764559984,3.961513996,4.003657818,3.961513996,0.0,3559,72.47887870866204
121,1980-09-08,2.764559984,3.961513996,3.961513996,3.961513996,3.961513996,0,72.47887870866204
122,1980-09-09,2.774363279,3.975562096,4.031753063,3.975562096,0.0,4449,72.47887870866204
123,1980-09-10,2.784166813,3.989609957,4.003657818,3.989609957,0.0,1780,72.47887870866204
124,1980-09-11,2.803773642,4.017705917,4.045801163,4.017705917,0.0,8008,72.47887870866204
125,1980-09-12,2.823380709,4.045801163,4.059848785,4.045801163,0.0,12457,72.47887870866204
126,1980-09-15,2.921414852,4.186281204,4.214375973,4.186281204,0.0,6229,72.47887870866204
127,1980-09-16,2.921414852,4.186281204,4.228424072,4.186281204,0.0,5339,72.47887870866204
128,1980-09-17,2.921414852,4.186281204,4.214375973,4.186281204,0.0,1780,72.47887870866204
129,1980-09-18,2.901808023,4.158185005,4.172233105,4.158185005,0.0,1780,72.47887870866204
130,1980-09-19,2.852791309,4.087944984,4.116041183,4.087944984,0.0,1780,72.47887870866204
131,1980-09-22,2.774363279,3.975562096,4.003657818,3.975562096,0.0,3559,72.47887870866204
132,1980-09-23,2.735150099,3.919369936,3.947465897,3.919369936,0.0,9788,72.47887870866204
133,1980-09-24,2.735150099,3.919369936,3.947465897,3.919369936,0.0,890,72.47887870866204
134,1980-09-25,2.754755974,3.947465897,3.961513996,3.947465897,0.0,5339,72.47887870866204
135,1980-09-26,2.754755974,3.947465897,3.947465897,3.947465897,3.947465897,0,72.47887870866204
136,1980-09-29,2.754755974,3.947465897,3.947465897,3.947465897,3.947465897,0,72.47887870866204
137,1980-09-30,2.784166813,3.989609957,4.003657818,3.989609957,0.0,7118,72.47887870866204
138,1980-10-01,2.823380709,4.045801163,4.045801163,4.045801163,0.0,28474,72.47887870866204
139,1980-10-02,2.852791309,4.087944984,4.130088806,4.087944984,0.0,23135,72.47887870866204
140,1980-10-03,2.970431328,4.256519794,4.284615993,4.256519794,0.0,55168,72.47887870866204
141,1980-10-06,3.09787631,4.439143181,4.467238903,4.439143181,0.0,10678,72.47887870866204
142,1980-10-07,3.068466187,4.396998882,4.425095081,4.396998882,0.0,6229,72.47887870866204
143,1980-10-08,3.068466187,4.396998882,4.425095081,4.396998882,0.0,12457,72.47887870866204
144,1980-10-09,3.058662891,4.382952213,4.411046982,4.382952213,0.0,8898,72.47887870866204
145,1980-10-10,3.068466187,4.396998882,4.411046982,4.396998882,0.0,8008,72.47887870866204
146,1980-10-13,3.205713034,4.593669891,4.607717991,4.593669891,0.0,41821,72.47887870866204
147,1980-10-14,3.274337053,4.692006111,4.720101833,4.692006111,0.0,26694,72.47887870866204
148,1980-10-15,3.29394412,4.720101833,4.762245178,4.720101833,0.0,31143,72.47887870866204
149,1980-10-16,3.313549519,4.748197079,4.776292801,4.748197079,0.0,890,72.47887870866204
150,1980-10-17,3.29394412,4.720101833,4.748197079,4.720101833,0.0,3559,72.47887870866204
151,1980-10-20,3.215516567,4.607717991,4.63581419,4.607717991,0.0,1780,72.47887870866204
152,1980-10-21,3.195910215,4.579621792,4.607717991,4.579621792,0.0,8898,72.47887870866204
153,1980-10-22,3.215516567,4.607717991,4.63581419,4.607717991,0.0,4449,72.47887870866204
154,1980-10-23,3.16650033,4.537478924,4.565574169,4.537478924,0.0,4449,72.47887870866204
155,1980-10-24,3.16650033,4.537478924,4.537478924,4.537478924,4.537478924,0,72.47887870866204
156,1980-10-27,3.107677698,4.453190804,4.467238903,4.453190804,0.0,890,72.47887870866204
157,1980-10-28,3.088071585,4.425095081,4.439143181,4.425095081,0.0,7118,72.47887870866204
158,1980-10-29,3.088071585,4.425095081,4.425095081,4.425095081,4.425095081,0,72.47887870866204
159,1980-10-30,3.107677698,4.453190804,4.481287003,4.453190804,0.0,2669,72.47887870866204
160,1980-10-31,3.107677698,4.453190804,4.467238903,4.453190804,0.0,4449,72.47887870866204
161,1980-11-03,3.09787631,4.439143181,4.467238903,4.439143181,0.0,4449,72.47887870866204
162,1980-11-05,2.901808023,4.158185005,4.186281204,4.158185005,0.0,4449,72.47887870866204
163,1980-11-06,2.901808023,4.158185005,4.158185005,4.158185005,4.158185005,0,72.47887870866204
164,1980-11-07,2.862594128,4.101993084,4.130088806,4.101993084,0.0,14237,72.47887870866204
165,1980-11-10,2.931218386,4.200328827,4.214375973,4.200328827,0.0,73854,72.47887870866204
166,1980-11-11,2.911610842,4.172233105,4.186281204,4.172233105,0.0,6229,72.47887870866204
167,1980-11-12,2.833183527,4.059848785,4.087944984,4.059848785,0.0,3559,72.47887870866204
168,1980-11-13,2.823380709,4.045801163,4.101993084,4.045801163,0.0,2669,72.47887870866204
169,1980-11-14,2.803773642,4.017705917,4.031753063,4.017705917,0.0,28474,72.47887870866204
170,1980-11-17,2.784166813,3.989609957,4.017705917,3.989609957,0.0,1780,72.47887870866204
171,1980-11-18,2.725345612,3.905322075,3.933418036,3.905322075,0.0,1780,72.47887870866204
172,1980-11-19,2.735150099,3.919369936,3.961513996,3.919369936,0.0,5339,72.47887870866204
173,1980-11-20,2.764559984,3.961513996,3.989609957,3.961513996,0.0,5339,72.47887870866204
174,1980-11-21,2.744953394,3.933418036,3.961513996,3.933418036,0.0,890,72.47887870866204
175,1980-11-24,2.735150099,3.919369936,3.961513996,3.919369936,0.0,1780,72.47887870866204
176,1980-11-25,2.735150099,3.919369936,3.961513996,3.919369936,0.0,1780,72.47887870866204
177,1980-11-26,2.735150099,3.919369936,3.919369936,3.919369936,3.919369936,0,72.47887870866204
178,1980-11-28,2.725345612,3.905322075,3.947465897,3.905322075,0.0,8898,72.47887870866204
179,1980-12-01,2.705738544,3.877226114,3.905322075,3.877226114,0.0,48050,72.47887870866204
180,1980-12-02,2.715542793,3.891273975,3.933418036,3.891273975,0.0,46270,72.47887870866204
181,1980-12-03,2.715542793,3.891273975,3.919369936,3.891273975,0.0,890,72.47887870866204
182,1980-12-04,2.754755974,3.947465897,3.975562096,3.947465897,0.0,6229,72.47887870866204
183,1980-12-05,2.744953394,3.933418036,3.961513996,3.933418036,0.0,20466,72.47887870866204
184,1980-12-08,2.803773642,4.017705917,4.031753063,4.017705917,0.0,38262,72.47887870866204
185,1980-12-09,2.764559984,3.961513996,3.989609957,3.961513996,0.0,2669,72.47887870866204
186,1980-12-10,2.774363279,3.975562096,3.989609957,3.975562096,0.0,6229,72.47887870866204
187,1980-12-11,2.754755974,3.947465897,3.989609957,3.947465897,0.0,1780,72.47887870866204
188,1980-12-12,2.754755974,3.947465897,3.947465897,3.947465897,3.947465897,0,72.47887870866204
189,1980-12-15,2.784166813,3.989609957,4.017705917,3.989609957,0.0,1780,72.47887870866204
190,1980-12-16,2.764559984,3.961513996,3.989609957,3.961513996,0.0,5339,72.47887870866204
191,1980-12-17,2.764559984,3.961513996,3.961513996,3.961513996,3.961513996,0,72.47887870866204
192,1980-12-18,2.754755974,3.947465897,3.975562096,3.947465897,0.0,7118,72.47887870866204
193,1980-12-19,2.744953394,3.933418036,3.947465897,3.933418036,0.0,6229,72.47887870866204
194,1980-12-22,2.744953394,3.933418036,3.933418036,3.933418036,3.933418036,0,72.47887870866204
195,1980-12-23,2.744953394,3.933418036,3.961513996,3.933418036,0.0,7118,72.47887870866204
196,1980-12-24,2.784166813,3.989609957,4.003657818,3.989609957,0.0,4449,72.47887870866204
197,1980-12-26,2.784166813,3.989609957,4.031753063,3.989609957,0.0,3559,72.47887870866204
198,1980-12-29,2.813575745,4.031753063,4.045801163,4.031753063,0.0,8898,72.47887870866204
199,1980-12-30,2.813575745,4.031753063,4.031753063,4.031753063,4.031753063,0,72.47887870866204
200,1980-12-31,2.862594128,4.101993084,4.130088806,4.101993084,0.0,3559,72.47887870866204
201,1981-01-02,2.862594128,4.101993084,4.101993084,4.101993084,4.101993084,0,72.47887870866204
202,1981-01-05,2.901808023,4.158185005,4.186281204,4.158185005,0.0,7118,72.47887870866204
203,1981-01-06,2.921414852,4.186281204,4.200328827,4.186281204,0.0,12457,72.47887870866204
204,1981-01-07,2.892004967,4.144136906,4.186281204,4.144136906,0.0,1780,72.47887870866204
205,1981-01-08,2.901808023,4.158185005,4.186281204,4.158185005,0.0,4449,72.47887870866204
206,1981-01-09,2.892004967,4.144136906,4.172233105,4.144136906,0.0,1780,72.47887870866204
207,1981-01-12,2.882200956,4.130088806,4.158185005,4.130088806,0.0,1780,72.47887870866204
208,1981-01-13,2.842987061,4.073896885,4.116041183,4.073896885,0.0,1780,72.47887870866204
209,1981-01-14,2.862594128,4.101993084,4.116041183,4.101993084,0.0,21355,72.47887870866204
210,1981-01-15,2.862594128,4.101993084,4.130088806,4.101993084,0.0,8898,72.47887870866204
211,1981-01-16,2.862594128,4.101993084,4.130088806,4.101993084,0.0,4449,72.47887870866204
212,1981-01-19,2.862594128,4.101993084,4.144136906,4.101993084,0.0,1780,72.47887870866204
213,1981-01-20,2.872397661,4.116041183,4.144136906,4.116041183,0.0,6229,72.47887870866204
214,1981-01-21,2.911610842,4.172233105,4.200328827,4.172233105,0.0,4449,72.47887870866204
215,1981-01-22,2.911610842,4.172233105,4.186281204,4.172233105,0.0,8008,72.47887870866204
216,1981-01-23,2.882200956,4.130088806,4.158185005,4.130088806,0.0,1780,72.47887870866204
217,1981-01-26,2.862594128,4.101993084,4.130088806,4.101993084,0.0,3559,72.47887870866204
218,1981-01-27,2.862594128,4.101993084,4.101993084,4.101993084,4.101993084,0,72.47887870866204
219,1981-01-28,2.862594128,4.101993084,4.101993084,4.101993084,4.101993084,0,72.47887870866204
220,1981-01-29,2.852791309,4.087944984,4.130088806,4.087944984,0.0,890,72.47887870866204
221,1981-01-30,2.901808023,4.158185005,4.186281204,4.158185005,0.0,8898,72.47887870866204
222,1981-02-02,2.931218386,4.200328827,4.242472172,4.200328827,0.0,9788,72.47887870866204
223,1981-02-03,2.931218386,4.200328827,4.200328827,4.200328827,4.200328827,0,72.47887870866204
224,1981-02-04,2.931218386,4.200328827,4.200328827,4.200328827,4.200328827,0,72.47887870866204
225,1981-02-05,2.901808023,4.158185005,4.172233105,4.158185005,0.0,16017,72.47887870866204
226,1981-02-06,2.901808023,4.158185005,4.158185005,4.158185005,4.158185005,0,72.47887870866204
227,1981-02-09,2.872397661,4.116041183,4.144136906,4.116041183,0.0,890,72.47887870866204
228,1981-02-10,2.872397661,4.116041183,4.144136906,4.116041183,0.0,2669,72.47887870866204
229,1981-02-11,2.862594128,4.101993084,4.130088806,4.101993084,0.0,10678,72.47887870866204
230,1981-02-12,2.882200956,4.130088806,4.158185005,4.130088806,0.0,3559,72.47887870866204
231,1981-02-13,2.882200956,4.130088806,4.130088806,4.130088806,4.130088806,0,72.47887870866204
232,1981-02-17,2.803773642,4.017705917,4.045801163,4.017705917,0.0,1780,72.47887870866204
233,1981-02-18,2.793970823,4.003657818,4.031753063,4.003657818,0.0,1780,72.47887870866204
234,1981-02-19,2.754755974,3.947465897,3.975562096,3.947465897,0.0,8008,72.47887870866204
235,1981-02-20,2.735150099,3.919369936,3.961513996,3.919369936,0.0,16906,72.47887870866204
236,1981-02-23,2.705738544,3.877226114,3.919369936,3.877226114,0.0,1780,72.47887870866204
237,1981-02-24,2.705738544,3.877226114,3.877226114,3.877226114,3.877226114,0,72.47887870866204
238,1981-02-25,2.705738544,3.877226114,3.905322075,3.877226114,0.0,1780,72.47887870866204
239,1981-02-26,2.735150099,3.919369936,3.947465897,3.919369936,0.0,3559,72.47887870866204
240,1981-02-27,2.715542793,3.891273975,3.919369936,3.891273975,0.0,1780,72.47887870866204
241,1981-03-02,2.715542793,3.891273975,3.919369936,3.891273975,0.0,7118,72.47887870866204
242,1981-03-03,2.715542793,3.891273975,3.891273975,3.891273975,3.891273975,0,72.47887870866204
243,1981-03-04,2.852791309,4.087944984,4.130088806,4.087944984,0.0,49829,72.47887870866204
244,1981-03-05,2.872397661,4.116041183,4.144136906,4.116041183,0.0,18686,72.47887870866204
245,1981-03-06,3.019448757,4.326759815,4.354856014,4.326759815,0.0,8008,72.47887870866204
246,1981-03-09,2.960628748,4.242472172,4.284615993,4.242472172,0.0,890,72.47887870866204
247,1981-03-10,2.960628748,4.242472172,4.270567894,4.242472172,0.0,3559,72.47887870866204
248,1981-03-11,2.931218386,4.200328827,4.228424072,4.200328827,0.0,10678,72.47887870866204
249,1981-03-12,2.931218386,4.200328827,4.228424072,4.200328827,0.0,26694,72.47887870866204
250,1981-03-13,2.931218386,4.200328827,4.242472172,4.200328827,0.0,13347,72.47887870866204
251,1981-03-16,3.11748147,4.467238903,4.481287003,4.467238903,0.0,14237,72.47887870866204
252,1981-03-17,3.088071585,4.425095081,4.453190804,4.425095081,0.0,3559,72.47887870866204
253,1981-03-18,3.09787631,4.439143181,4.481287003,4.439143181,0.0,5339,72.47887870866204
254,1981-03-19,3.09787631,4.439143181,4.439143181,4.439143181,4.439143181,0,72.47887870866204
255,1981-03-20,3.11748147,4.467238903,4.495335102,4.467238903,0.0,14237,72.47887870866204
256,1981-03-23,3.215516567,4.607717991,4.62176609,4.607717991,0.0,8008,72.47887870866204
257,1981-03-24,3.25473094,4.663909912,4.692006111,4.663909912,0.0,41821,72.47887870866204
258,1981-03-25,3.25473094,4.663909912,4.677958012,4.663909912,0.0,16017,72.47887870866204
259,1981-03-26,3.09787631,4.439143181,4.481287003,4.439143181,0.0,6229,72.47887870866204
260,1981-03-27,3.058662891,4.382952213,4.425095081,4.382952213,0.0,1780,72.47887870866204
261,1981-03-30,3.058662891,4.382952213,4.425095081,4.382952213,0.0,2669,72.47887870866204
262,1981-03-31,3.048859596,4.368904114,4.411046982,4.368904114,0.0,1780,72.47887870866204
263,1981-04-01,3.137089491,4.495335102,4.509383202,4.495335102,0.0,34703,72.47887870866204
264,1981-04-02,3.195910215,4.579621792,4.607717991,4.579621792,0.0,30254,72.47887870866204
265,1981-04-03,3.16650033,4.537478924,4.579621792,4.537478924,0.0,6229,72.47887870866204
266,1981-04-06,3.156696558,4.523430824,4.551527023,4.523430824,0.0,11568,72.47887870866204
267,1981-04-07,3.195910215,4.579621792,4.607717991,4.579621792,0.0,9788,72.47887870866204
268,1981-04-08,3.519421816,5.043203831,5.07130003,5.043203831,0.0,30254,72.47887870866204
269,1981-04-09,3.44099474,4.930819988,4.97296381,4.930819988,0.0,12457,72.47887870866204
270,1981-04-10,3.342960358,4.7903409,4.818437099,4.7903409,0.0,17796,72.47887870866204
271,1981-04-13,3.548832655,5.085348129,5.113442898,5.085348129,0.0,14237,72.47887870866204
272,1981-04-14,3.588046074,5.141539097,5.169634819,5.141539097,0.0,19576,72.47887870866204
273,1981-04-15,3.470405102,4.97296381,5.001060009,4.97296381,0.0,890,72.47887870866204
274,1981-04-16,3.548832655,5.085348129,5.113442898,5.085348129,0.0,1780,72.47887870866204
275,1981-04-20,3.519421816,5.043203831,5.085348129,5.043203831,0.0,2669,72.47887870866204
276,1981-04-21,3.617456198,5.183682919,5.225827217,5.183682919,0.0,16017,72.47887870866204
277,1981-04-22,3.999789476,5.731552124,5.745600224,5.731552124,0.0,27584,72.47887870866204
278,1981-04-23,3.842934608,5.506784916,5.548929214,5.506784916,0.0,6229,72.47887870866204
279,1981-04-24,3.803720713,5.450593948,5.478689194,5.450593948,0.0,15127,72.47887870866204
280,1981-04-27,3.725293159,5.338210106,5.352258205,5.338210106,0.0,13347,72.47887870866204
281,1981-04-28,3.833131313,5.492736816,5.506784916,5.492736816,0.0,3559,72.47887870866204
282,1981-04-29,3.823328495,5.478689194,5.506784916,5.478689194,0.0,8898,72.47887870866204
283,1981-04-30,3.921361446,5.619169235,5.661312103,5.619169235,0.0,20466,72.47887870866204
284,1981-05-01,4.156644344,5.956318855,5.984415054,5.956318855,0.0,2669,72.47887870866204
285,1981-05-04,3.921361446,5.619169235,5.661312103,5.619169235,0.0,22245,72.47887870866204
286,1981-05-05,3.882148266,5.562976837,5.605121136,5.562976837,0.0,14237,72.47887870866204
287,1981-05-06,3.764506102,5.394402027,5.422498226,5.394402027,0.0,8008,72.47887870866204
288,1981-05-07,3.578243494,5.127490997,5.155587196,5.127490997,0.0,7118,72.47887870866204
